PMID,PubDate,EPubDate,Source,AuthorList,Author,LastAuthor,Title,Volume,Issue,Pages,LangList,Lang,NlmUniqueID,ISSN,ESSN,PubTypeList,PubType,RecordStatus,PubStatus,ArticleIds,pubmed,rid,eid,History,medline,entrez,References,HasAbstract,PmcRefCount,FullJournalName,ELocationID,SO
28198673,2017 Jan 25,2017 Jan 25,BMC Genomics,Liang CTseng HCChen HMWang WCChiu CMChang JYLu KYWeng SLChang THChang CHWeng CTWang HMHuang HD,Liang C,Huang HD,Diversity and enterotype in gut bacterial community of adults in Taiwan.,18,Suppl 1,932,English,English,100965258,"",1471-2164,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish,2819867310.1186/s12864-016-3261-610.1186/s12864-016-3261-6PMC53102732819867328198673pmc-id: PMC5310273;,28198673,28198673,28198673,2017/02/16 06:002017/02/16 06:002017/09/12 06:00,2017/09/12 06:00,2017/02/16 06:00,"",1,2,BMC genomics,doi: 10.1186/s12864-016-3261-6,2017 Jan 25;18(Suppl 1):932
28183913,2017 Feb 10,"",Science,Levin BJHuang YYPeck SCWei YMartínez-Del Campo AMarks JAFranzosa EAHuttenhower CBalskus EP,Levin BJ,Balskus EP,A prominent glycyl radical enzyme in human gut microbiomes metabolizes <i>trans</i>-4-hydroxy-l-proline.,355,6325,"",English,English,0404511,0036-8075,1095-9203,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish,28183913355/6325/eaai838610.1126/science.aai8386PMC5705181NIHMS9192942818391328183913pmc-id: PMC5705181;manuscript-id: NIHMS919294;,28183913,28183913,28183913,2016/08/22 00:002017/01/04 00:002017/02/11 06:002017/02/12 06:002017/09/20 06:00,2017/09/20 06:00,2017/02/11 06:00,Science. 2017 Feb 10;355(6325):577-578. PMID: 28183934,1,9,"Science (New York, N.Y.)",pii: eaai8386. doi: 10.1126/science.aai8386,2017 Feb 10;355(6325)
28170428,2017,2017 Feb 7,PLoS One,Bai SChen HZhu LLiu WYu HDWang XYin Y,Bai S,Yin Y,Comparative study on the in vitro effects of Pseudomonas aeruginosa and seaweed alginates on human gut microbiota.,12,2,e0171576,English,English,101285081,"",1932-6203,Journal Article,Journal Article,PubMed - indexed for MEDLINE,"",2817042810.1371/journal.pone.0171576PONE-D-16-33823PMC52956982817042828170428pmc-id: PMC5295698;,28170428,28170428,28170428,2016/08/23 00:002017/01/22 00:002017/02/08 06:002017/02/09 06:002017/08/26 06:00,2017/08/26 06:00,2017/02/08 06:00,"",1,2,PloS one,doi: 10.1371/journal.pone.0171576,2017;12(2):e0171576
28164855,2017 Mar,"",Gastroenterol Clin North Am,O'Toole PWFlemer B,O'Toole PW,Flemer B,"From Culture to High-Throughput Sequencing and Beyond: A Layperson's Guide to the ""Omics"" and Diagnostic Potential of the Microbiome.",46,1,9-17,English,English,8706257,0889-8553,1558-1942,Journal ArticleReview,Journal Article,PubMed - indexed for MEDLINE,ppublish,28164855S0889-8553(16)30078-410.1016/j.gtc.2016.09.0032816485528164855,28164855,28164855,28164855,2017/02/07 06:002017/02/07 06:002018/02/14 06:00,2018/02/14 06:00,2017/02/07 06:00,"",1,1,Gastroenterology clinics of North America,doi: 10.1016/j.gtc.2016.09.003,2017 Mar;46(1):9-17
28155661,2016 Dec 22,2016 Dec 22,BMC Genomics,Weng FCYang YJWang D,Weng FC,Wang D,Functional analysis for gut microbes of the brown tree frog (Polypedates megacephalus) in artificial hibernation.,17,Suppl 13,1024,English,English,100965258,"",1471-2164,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish,2815566110.1186/s12864-016-3318-610.1186/s12864-016-3318-6PMC52600142815566128155661pmc-id: PMC5260014;,28155661,28155661,28155661,2017/02/04 06:002017/02/06 06:002017/09/02 06:00,2017/09/02 06:00,2017/02/04 06:00,"",1,4,BMC genomics,doi: 10.1186/s12864-016-3318-6,2016 Dec 22;17(Suppl 13):1024
28146577,2017,2017 Feb 1,PLoS One,Traykova DSchneider BChojkier MBuck M,Traykova D,Buck M,Blood Microbiome Quantity and the Hyperdynamic Circulation in Decompensated Cirrhotic Patients.,12,2,e0169310,English,English,101285081,"",1932-6203,Journal Article,Journal Article,PubMed - indexed for MEDLINE,"",2814657710.1371/journal.pone.0169310PONE-D-16-39142PMC52874522814657728146577pmc-id: PMC5287452;,28146577,28146577,28146577,2016/09/30 00:002016/12/14 00:002017/02/02 06:002017/02/02 06:002017/08/09 06:00,2017/08/09 06:00,2017/02/02 06:00,"",1,1,PloS one,doi: 10.1371/journal.pone.0169310,2017;12(2):e0169310
28139751,2017 Jan 31,2017 Jan 31,Sci Rep,Jia HRDai PLGeng LLJack CJLi YHWu YYDiao QYEllis JD,Jia HR,Ellis JD,"No effect of Bt Cry1Ie toxin on bacterial diversity in the midgut of the Chinese honey bees, Apis cerana cerana (Hymenoptera, Apidae).",7,"",41688,English,English,101563288,"",2045-2322,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish,28139751srep4168810.1038/srep41688PMC52825922813975128139751pmc-id: PMC5282592;,28139751,28139751,28139751,2016/07/05 00:002016/12/23 00:002017/02/01 06:002017/02/01 06:002018/10/30 06:00,2018/10/30 06:00,2017/02/01 06:00,"",1,0,Scientific reports,doi: 10.1038/srep41688,2017 Jan 31;7:41688
28091525,2017 Jan 16,2017 Jan 16,Sci Rep,Patrascu OBéguet-Crespel FMarinelli LLe Chatelier EAbraham ALLeclerc MKlopp CTerrapon NHenrissat BBlottière HMDoré JBéra-Maillet C,Patrascu O,Béra-Maillet C,A fibrolytic potential in the human ileum mucosal microbiota revealed by functional metagenomic.,7,"",40248,English,English,101563288,"",2045-2322,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish,28091525srep4024810.1038/srep40248PMC52383812809152528091525pmc-id: PMC5238381;,28091525,28091525,28091525,2016/08/18 00:002016/12/05 00:002017/01/17 06:002017/01/17 06:002018/10/30 06:00,2018/10/30 06:00,2017/01/17 06:00,"",1,7,Scientific reports,doi: 10.1038/srep40248,2017 Jan 16;7:40248
28062856,2017 May 5,"",Nucleic Acids Res,van der Helm EImamovic LHashim Ellabaan MMvan Schaik WKoza ASommer MOA,van der Helm E,Sommer MOA,Rapid resistome mapping using nanopore sequencing.,45,8,e61,English,English,0411011,0305-1048,1362-4962,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish,28062856gkw132810.1093/nar/gkw1328PMC54167502806285628062856pmc-id: PMC5416750;,28062856,28062856,28062856,2016/09/05 00:002016/12/20 00:002017/01/08 06:002017/09/13 06:002017/01/08 06:00,2017/09/13 06:00,2017/01/08 06:00,"",1,8,Nucleic acids research,doi: 10.1093/nar/gkw1328,2017 May 5;45(8):e61
28052195,2017 Feb 3,2017 Jan 23,J Proteome Res,Mayers MDMoon CStupp GSSu AIWolan DW,Mayers MD,Wolan DW,Quantitative Metaproteomics and Activity-Based Probe Enrichment Reveals Significant Alterations in Protein Expression from a Mouse Model of Inflammatory Bowel Disease.,16,2,1014-1026,English,English,101128775,1535-3893,1535-3907,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2805219510.1021/acs.jproteome.6b00938PMC5441882NIHMS8575242805219528052195pmc-id: PMC5441882;manuscript-id: NIHMS857524;,28052195,28052195,28052195,2017/01/05 06:002017/10/17 06:002017/01/05 06:00,2017/10/17 06:00,2017/01/05 06:00,"",1,1,Journal of proteome research,doi: 10.1021/acs.jproteome.6b00938,2017 Feb 3;16(2):1014-1026
28039159,2017 Apr 1,2016 Dec 30,Am J Physiol Gastrointest Liver Physiol,Knoll RLForslund KKultima JRMeyer CUKullmer USunagawa SBork PGehring S,Knoll RL,Gehring S,Gut microbiota differs between children with Inflammatory Bowel Disease and healthy siblings in taxonomic and functional composition: a metagenomic analysis.,312,4,G327-G339,English,English,100901227,0193-1857,1522-1547,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,28039159ajpgi.00293.201610.1152/ajpgi.00293.20162803915928039159,28039159,28039159,28039159,2016/08/12 00:002016/12/15 00:002016/12/23 00:002017/01/01 06:002017/06/27 06:002017/01/01 06:00,2017/06/27 06:00,2017/01/01 06:00,"",1,6,American journal of physiology. Gastrointestinal and liver physiology,doi: 10.1152/ajpgi.00293.2016,2017 Apr 1;312(4):G327-G339
28008833,2016 Nov,2016 Dec 23,Med Sci (Paris),Weissenbach JSghir A,Weissenbach J,Sghir A,[Microbiotes and metagenomics].,32,11,937-943,French,French,8710980,0767-0974,1958-5381,Journal ArticleReview,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2800883310.1051/medsci/20163211008medsci20163211p9372800883328008833,28008833,28008833,28008833,2016/12/24 06:002016/12/23 06:002017/08/11 06:00,2017/08/11 06:00,2016/12/24 06:00,"",1,0,Medecine sciences : M/S,doi: 10.1051/medsci/20163211008,2016 Nov;32(11):937-943
27998035,2017 Apr,2016 Dec 20,Microbiologyopen,Wang WZheng SSharshov KSun HYang FWang XLi LXiao Z,Wang W,Xiao Z,Metagenomic profiling of gut microbial communities in both wild and artificially reared Bar-headed goose (Anser indicus).,6,2,"",English,English,101588314,"",2045-8827,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2799803510.1002/mbo3.429PMC53873132799803527998035pmc-id: PMC5387313;,27998035,27998035,27998035,2016/08/23 00:002016/10/17 00:002016/10/27 00:002016/12/21 06:002017/07/14 06:002016/12/21 06:00,2017/07/14 06:00,2016/12/21 06:00,"",1,0,MicrobiologyOpen,doi: 10.1002/mbo3.429,2017 Apr;6(2)
27976718,2016 Dec 15,2016 Dec 15,Nat Commun,Bletz MCGoedbloed DJSanchez EReinhardt TTebbe CCBhuju SGeffers RJarek MVences MSteinfartz S,Bletz MC,Steinfartz S,Amphibian gut microbiota shifts differentially in community structure but converges on habitat-specific predicted functions.,7,"",13699,English,English,101528555,"",2041-1723,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish,27976718ncomms1369910.1038/ncomms13699PMC51717632797671827976718pmc-id: PMC5171763;,27976718,27976718,27976718,2016/08/05 00:002016/10/26 00:002016/12/16 06:002016/12/16 06:002018/09/25 06:00,2018/09/25 06:00,2016/12/16 06:00,"",1,11,Nature communications,doi: 10.1038/ncomms13699,2016 Dec 15;7:13699
27974658,2016 Dec 14,"",Sci Transl Med,Brown JM,Brown JM,Brown JM,Eating to boost gut microbial diversity.,8,369,369ec198,English,English,101505086,1946-6234,1946-6242,CommentJournal Article,Comment,PubMed - indexed for MEDLINE,ppublish,279746588/369/369ec19810.1126/scitranslmed.aal36962797465827974658,27974658,27974658,27974658,2016/12/16 06:002016/12/16 06:002018/04/06 06:00,2018/04/06 06:00,2016/12/16 06:00,Cell Metab. 2017 Jan 10;25(1):140-151. PMID: 27889387,0,0,Science translational medicine,"",2016 Dec 14;8(369):369ec198
27965413,2017 Feb 28,"",Nucleic Acids Res,Ainsworth DSternberg MJERaczy CButcher SA,Ainsworth D,Butcher SA,k-SLAM: accurate and ultra-fast taxonomic classification and gene identification for large metagenomic data sets.,45,4,1649-1656,English,English,0411011,0305-1048,1362-4962,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish,27965413gkw124810.1093/nar/gkw1248PMC53895512796541327965413pmc-id: PMC5389551;,27965413,27965413,27965413,2016/02/29 00:002016/12/05 00:002016/12/15 06:002017/10/03 06:002016/12/15 06:00,2017/10/03 06:00,2016/12/15 06:00,"",1,7,Nucleic acids research,doi: 10.1093/nar/gkw1248,2017 Feb 28;45(4):1649-1656
27943013,2017 Mar,2016 Dec 10,Antonie Van Leeuwenhoek,Wang XXu XXia Y,Wang X,Xia Y,Further analysis reveals new gut microbiome markers of type 2 diabetes mellitus.,110,3,445-453,English,English,0372625,0003-6072,1572-9699,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2794301310.1007/s10482-016-0805-310.1007/s10482-016-0805-32794301327943013,27943013,27943013,27943013,2016/08/06 00:002016/11/15 00:002016/12/13 06:002017/03/30 06:002016/12/13 06:00,2017/03/30 06:00,2016/12/13 06:00,"",1,2,Antonie van Leeuwenhoek,doi: 10.1007/s10482-016-0805-3,2017 Mar;110(3):445-453
27941985,2016,2016 Dec 12,PLoS One,Yadav KKDatta SNaglot ABora AHmuaka VBhagyawant SGogoi HKVeer VRaju PS,Yadav KK,Raju PS,"Diversity of Cultivable Midgut Microbiota at Different Stages of the Asian Tiger Mosquito, Aedes albopictus from Tezpur, India.",11,12,e0167409,English,English,101285081,"",1932-6203,Journal Article,Journal Article,PubMed - indexed for MEDLINE,"",2794198510.1371/journal.pone.0167409PONE-D-16-21681PMC51528112794198527941985pmc-id: PMC5152811;,27941985,27941985,27941985,2016/05/30 00:002016/11/14 00:002016/12/13 06:002016/12/13 06:002017/07/01 06:00,2017/07/01 06:00,2016/12/13 06:00,"",1,4,PloS one,doi: 10.1371/journal.pone.0167409,2016;11(12):e0167409
27923606,2017 Feb,2016 Dec 5,Anaerobe,Durand GAPham TNdongo STraore SIDubourg GLagier JCMichelle CArmstrong NFournier PERaoult DMillion M,Durand GA,Million M,"Blautia massiliensis sp. nov., isolated from a fresh human fecal sample and emended description of the genus Blautia.",43,"",47-55,English,English,9505216,1075-9964,1095-8274,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,27923606S1075-9964(16)30160-310.1016/j.anaerobe.2016.12.0012792360627923606,27923606,27923606,27923606,2016/10/15 00:002016/12/01 00:002016/12/02 00:002016/12/08 06:002017/05/16 06:002016/12/08 06:00,2017/05/16 06:00,2016/12/08 06:00,"",1,0,Anaerobe,doi: 10.1016/j.anaerobe.2016.12.001,2017 Feb;43:47-55
27916477,2016 Dec 14,2016 Dec 1,Cell Host Microbe,Devlin ASMarcobal ADodd DNayfach SPlummer NMeyer TPollard KSSonnenburg JLFischbach MA,Devlin AS,Fischbach MA,Modulation of a Circulating Uremic Solute via Rational Genetic Manipulation of the Gut Microbiota.,20,6,709-715,English,English,101302316,1931-3128,1934-6069,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,27916477S1931-3128(16)30447-410.1016/j.chom.2016.10.021PMC5159218NIHMS8277272791647727916477pmc-id: PMC5159218;manuscript-id: NIHMS827727;,27916477,27916477,27916477,2016/06/08 00:002016/09/09 00:002016/10/27 00:002016/12/06 06:002017/09/28 06:002016/12/06 06:00,2017/09/28 06:00,2016/12/06 06:00,Kidney Int. 2017 Mar;91(3):521-523. PMID: 28202164,1,13,Cell host & microbe,doi: 10.1016/j.chom.2016.10.021,2016 Dec 14;20(6):709-715
27894254,2016 Nov 28,2016 Nov 28,Genet Sel Evol,Ding JZhao LWang LZhao WZhai ZLeng LWang YHe CZhang YZhang HLi HMeng H,Ding J,Meng H,Divergent selection-induced obesity alters the composition and functional pathways of chicken gut microbiota.,48,1,93,English,English,9114088,0999-193X,1297-9686,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish,2789425410.1186/s12711-016-0270-510.1186/s12711-016-0270-5PMC51271002789425427894254pmc-id: PMC5127100;,27894254,27894254,27894254,2016/01/20 00:002016/11/10 00:002016/11/30 06:002016/11/30 06:002017/02/24 06:00,2017/02/24 06:00,2016/11/30 06:00,"",1,5,"Genetics, selection, evolution : GSE","",2016 Nov 28;48(1):93
27880869,2017 Apr,2016 Nov 20,Free Radic Biol Med,Champion CJXu J,Champion CJ,Xu J,The impact of metagenomic interplay on the mosquito redox homeostasis.,105,"",79-85,English,English,8709159,0891-5849,1873-4596,Journal ArticleReview,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,27880869S0891-5849(16)31054-110.1016/j.freeradbiomed.2016.11.031PMC5401789NIHMS8337432788086927880869pmc-id: PMC5401789;manuscript-id: NIHMS833743;,27880869,27880869,27880869,2016/08/16 00:002016/11/02 00:002016/11/17 00:002016/11/24 06:002018/02/24 06:002016/11/24 06:00,2018/02/24 06:00,2016/11/24 06:00,"",1,6,Free radical biology & medicine,doi: 10.1016/j.freeradbiomed.2016.11.031,2017 Apr;105:79-85
27876765,2016 Nov 23,2016 Nov 23,Sci Rep,Young WMoon CDThomas DGCave NJBermingham EN,Young W,Bermingham EN,Pre- and post-weaning diet alters the faecal metagenome in the cat with differences in vitamin and carbohydrate metabolism gene abundances.,6,"",34668,English,English,101563288,"",2045-2322,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish,27876765srep3466810.1038/srep34668PMC51202862787676527876765pmc-id: PMC5120286;,27876765,27876765,27876765,2016/04/28 00:002016/09/16 00:002016/11/24 06:002016/11/24 06:002018/06/19 06:00,2018/06/19 06:00,2016/11/24 06:00,Sci Rep. 2017 Jan 24;7:41198. PMID: 28117372,1,3,Scientific reports,doi: 10.1038/srep34668,2016 Nov 23;6:34668
27829306,2016 Nov,2016 Aug 30,Genome,Xu J,Xu J,Xu J,Fungal DNA barcoding.,59,11,913-932,English,English,8704544,0831-2796,1480-3321,Journal ArticleReview,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2782930610.1139/gen-2016-00462782930627829306,27829306,27829306,27829306,2016/11/11 06:002016/11/11 06:002017/02/25 06:00,2017/02/25 06:00,2016/11/11 06:00,"",1,8,Genome,"",2016 Nov;59(11):913-932
27824342,2017 Feb,2016 Nov 8,ISME J,Biggs MBMedlock GLMoutinho TJLees HJSwann JRKolling GLPapin JA,Biggs MB,Papin JA,"Systems-level metabolism of the altered Schaedler flora, a complete gut microbiota.",11,2,426-438,English,English,101301086,1751-7362,1751-7370,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,27824342ismej201613010.1038/ismej.2016.130PMC52705712782434227824342pmc-id: PMC5270571;,27824342,27824342,27824342,2016/03/06 00:002016/07/08 00:002016/08/17 00:002016/11/09 06:002017/08/02 06:002016/11/09 06:00,2017/08/02 06:00,2016/11/09 06:00,"",1,5,The ISME journal,doi: 10.1038/ismej.2016.130,2017 Feb;11(2):426-438
27794467,2016 Dec,2016 Oct 26,Anaerobe,Yunes RAPoluektova EUDyachkova MSKlimina KMKovtun ASAverina OVOrlova VSDanilenko VN,Yunes RA,Danilenko VN,GABA production and structure of gadB/gadC genes in Lactobacillus and Bifidobacterium strains from human microbiota.,42,"",197-204,English,English,9505216,1075-9964,1095-8274,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,27794467S1075-9964(16)30130-510.1016/j.anaerobe.2016.10.0112779446727794467,27794467,27794467,27794467,2016/08/03 00:002016/10/19 00:002016/10/24 00:002016/10/31 06:002017/01/17 06:002016/10/31 06:00,2017/01/17 06:00,2016/10/31 06:00,"",1,10,Anaerobe,doi: 10.1016/j.anaerobe.2016.10.011,2016 Dec;42:197-204
27712009,2017 Jan,2016 Oct 28,Environ Microbiol,Bensoussan LMoraïs SDassa BFriedman NHenrissat BLombard VBayer EAMizrahi I,Bensoussan L,Mizrahi I,Broad phylogeny and functionality of cellulosomal components in the bovine rumen microbiome.,19,1,185-197,English,English,100883692,1462-2912,1462-2920,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2771200910.1111/1462-2920.135612771200927712009,27712009,27712009,27712009,2016/06/23 00:002016/09/29 00:002016/10/30 06:002017/09/14 06:002016/10/07 06:00,2017/09/14 06:00,2016/10/07 06:00,Environ Microbiol. 2017 Jan;19(1):13-14. PMID: 27871144,1,5,Environmental microbiology,doi: 10.1111/1462-2920.13561,2017 Jan;19(1):185-197
27783988,2016 Dec 6,"",Oncotarget,Xiao LYang BLiu XLuo YJi QWen ZLiu ZYang PC,Xiao L,Yang PC,Kinetic changes of intestinal microbiota in the course of intestinal sensitization.,7,49,81197-81207,English,English,101532965,"",1949-2553,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish,277839881279710.18632/oncotarget.12797PMC53483862778398827783988pmc-id: PMC5348386;,27783988,27783988,27783988,2016/08/08 00:002016/10/04 00:002016/10/27 06:002018/02/24 06:002016/10/27 06:00,2018/02/24 06:00,2016/10/27 06:00,"",1,0,Oncotarget,doi: 10.18632/oncotarget.12797,2016 Dec 6;7(49):81197-81207
27743904,2016 Oct,2016 Sep 13,EBioMedicine,He CYang ZCheng DXie CZhu YGe ZLuo ZLu N,He C,Lu N,Helicobacter pylori Infection Aggravates Diet-induced Insulin Resistance in Association With Gut Microbiota of Mice.,12,"",247-254,English,English,101647039,"",2352-3964,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,27743904S2352-3964(16)30417-010.1016/j.ebiom.2016.09.010PMC50786052774390427743904pmc-id: PMC5078605;,27743904,27743904,27743904,2016/07/09 00:002016/09/10 00:002016/09/12 00:002016/10/26 06:002017/02/10 06:002016/10/17 06:00,2017/02/10 06:00,2016/10/17 06:00,"",1,3,EBioMedicine,doi: 10.1016/j.ebiom.2016.09.010,2016 Oct;12:247-254
